#Table: J/A+A/425/367/reflex70.dat (http://cdsarc.cds.unistra.fr)
--------------------------------------------------------------------------------------------------------------------------------------------
RXCJ0027.3-5015|A2777     | |00 27 21.3 -50 15 04|0.1448|  1|  4.286|  17.1|  2.247|  8.5|  2.390|  1.7|   |E,145
RXCJ0028.6-2338|A0042     | |00 28 39.3 -23 38 14|0.1120|  5|  4.836|  13.3|  1.491| 13.0|  1.521|  1.8|   |33
RXCJ0034.6-0208|          | |00 34 36.0 -02 08 24|0.0812|  2|  8.629|   7.9|  1.360| 28.0|  1.388|  2.8|DL |S,139
RXCJ0040.1-5607|A2806     | |00 40 06.5 -56 07 00|0.0277| 20|  4.068|  19.3|  0.071| 13.5|  0.077|  2.2|   |12,18,146
RXCJ0041.8-0918|A0085     | |00 41 50.1 -09 18 07|0.0555|308| 74.215|   3.2|  5.293| 25.0|  5.631|  3.6|L  |130,148,149
RXCJ0042.1-2832|A2811     | |00 42 08.7 -28 32 09|0.1082| 29|  9.774|   9.8|  2.788| 10.0|  3.030|  1.5|   |E,33,96
RXCJ0043.4-2037|A2813     | |00 43 24.4 -20 37 17|0.2924|  7|  3.186|  15.6|  7.387|  8.5|  7.615|  1.5|   |E
RXCJ0049.4-2931|S0084     | |00 49 24.0 -29 31 28|0.1084| 18|  5.228|  16.0|  1.503| 11.0|  1.566|  1.8|   |33,150
RXCJ0052.7-8015|A2837     | |00 52 44.9 -80 15 59|0.1141|  7| 11.264|  21.2|  3.547| 12.5|  3.734|  6.6|   |E
RXCJ0055.9-3732|Cl0053    |a|00 55 59.2 -37 32 51|0.1653| 21|  3.985|  17.3|  2.764| 13.0|  2.792|  2.6|B  |E,1
RXCJ0056.3-0112|A0119     | |00 56 18.3 -01 12 60|0.0442|104| 33.613|   5.3|  1.505| 26.5|  1.568|  3.1|L  |2
RXCJ0057.8-6648|S0112     | |00 57 48.1 -66 48 44|0.0661|  8|  7.225|  36.0|  0.743| 11.5|  0.799|  2.6|   |30,151
RXCJ0102.7-2152|A0133     | |01 02 42.1 -21 52 25|0.0569|  9| 19.031|   6.7|  1.439| 13.0|  1.617|  1.6|   |5,24,152,153
RXCJ0105.5-2439|A0141     | |01 05 34.8 -24 39 17|0.2300|  0|  3.884|  15.7|  5.416|  7.5|  5.762|  1.6|   |1
RXCJ0106.8-0229|A0145     | |01 06 52.4 -02 29 24|0.1909|  1|  3.209|  21.1|  3.010| 14.0|  3.040|  4.1|   |19,154
RXCJ0107.8-3643|A2871     | |01 07 49.1 -36 43 38|0.1186| 19|  3.557|  13.6|  1.229| 12.0|  1.254|  1.9|   |E,2,3,33
RXCJ0108.1+0210|A0147     | |01 08 11.5 +02 10 34|0.0436|  8|  4.369|  16.0|  0.192| 12.0|  0.206|  3.0|   |120,123,156,157
RXCJ0108.8-1524|A0151N    | |01 08 50.1 -15 24 36|0.0533| 63|  6.862|   9.8|  0.456|  8.5|  0.530|  1.7|B  |1,2
RXCJ0108.9-1537|A0151S    | |01 08 55.2 -15 37 44|0.0970| 13|  3.703|  15.3|  0.845| 10.0|  0.889|  1.8|B  |3
RXCJ0110.0-4555|A2877     | |01 10 00.4 -45 55 22|0.0238| 58| 14.005|   8.0|  0.179| 20.0|  0.195|  2.1|L  |12,130,131,146
RXCJ0115.2+0019|A0168     | |01 15 12.0 +00 19 48|0.0450| 76| 10.429|   9.3|  0.488| 20.0|  0.503|  3.3|L  |S,2
RXCJ0117.8-5455|          | |01 17 50.5 -54 55 26|0.2510|  6|  3.054|  33.4|  5.155|  6.5|  5.543|  2.7|X *|E
RXCJ0118.1-2658|A2895     | |01 18 11.1 -26 58 23|0.2275|  4|  3.822|  14.0|  5.225|  7.5|  5.559|  1.6|   |S,96
RXCJ0120.9-1351|CAN 010   |b|01 20 58.9 -13 51 31|0.0519|  7| 12.430|   7.9|  0.778| 15.5|  0.828|  1.9|B  |S,120
RXCJ0125.5+0145|NGC533    | |01 25 30.2 +01 45 44|0.0174| 19|  4.712|  15.9|  0.032| 15.0|  0.036|  3.1|   |E,120
RXCJ0125.6-0124|A0194     | |01 25 40.8 -01 24 26|0.0180|146|  9.713|  14.1|  0.070| 24.0|  0.074|  4.1|L  |158
RXCJ0131.8-1336|A0209     | |01 31 53.0 -13 36 34|0.2060|  2|  5.481|  10.4|  6.037|  9.5|  6.289|  1.6|   |1
RXCJ0132.6-0804|          | |01 32 40.9 -08 04 20|0.1489|  3|  3.784|  11.9|  2.108| 10.0|  2.173|  3.4|X *|E
RXCJ0137.2-0912|          | |01 37 15.4 -09 12 10|0.0409|  5|  7.090|   8.4|  0.272|  9.5|  0.316|  2.8|   |S,120
RXCJ0145.0-5300|A2941     | |01 45 02.3 -53 00 50|0.1168|  4|  6.028|  16.0|  2.005|  7.5|  2.253|  2.3|   |E
RXCJ0145.2-6033|RBS 0238  |c|01 45 16.7 -60 33 54|0.1805| 11|  4.811|  13.4|  4.010|  4.5|  4.890|  3.4|   |E
RXCJ0152.7+0100|A0267     | |01 52 42.3 +01 00 45|0.2300|  1|  3.090|  14.6|  4.329|  5.0|  4.919|  2.8|DB |55,147,159
RXCJ0152.9-1345|NGC0720   | |01 52 59.0 -13 45 12|0.0050|  3|  2.284|  16.4|  0.001| 10.5|  0.001|  1.7|   |12,160,161
RXCJ0157.4-0550|A0281     | |01 57 24.3 -05 50 24|0.1289|  4|  3.277|  14.7|  1.355| 10.0|  1.397|  2.2|D  |E,1
RXCJ0201.7-0212|A0291     | |02 01 44.2 -02 12 03|0.1960|  2|  4.244|  11.5|  4.199|  5.0|  4.883|  2.6|   |S,53,54
RXCJ0202.3-0107|A0295     | |02 02 19.9 -01 07 13|0.0427| 47|  3.586|  13.7|  0.151| 14.0|  0.157|  2.6|   |2,148,162
RXCJ0206.4-1453|A0305     | |02 06 30.0 -14 53 38|0.1529|  2|  2.993|  17.9|  1.778|  6.0|  1.976|  2.5|   |S
RXCJ0211.4-4017|A2984     | |02 11 25.5 -40 17 12|0.1008|  6|  3.222|  11.5|  0.798|  8.0|  0.858|  1.4|   |33
RXCJ0216.7-4749|S0239     | |02 16 42.3 -47 49 24|0.0640|  1|  3.574|  16.9|  0.346| 11.5|  0.364|  3.0|   |5,9,29
RXCJ0217.2-5244|          | |02 17 12.6 -52 44 49|0.3432|  2|  3.641|  15.4| 11.914| 11.5| 12.034|  3.2|   |E
RXCJ0220.9-3829|          | |02 20 56.6 -38 29 05|0.2280|  5|  3.406|  11.8|  4.679|  7.0|  5.031|  1.9|   |E
RXCJ0225.1-2928|          | |02 25 10.5 -29 28 26|0.0604| 17|  4.736|  23.4|  0.408| 12.0|  0.434|  1.7|   |S,96
RXCJ0225.9-4154|A3016     | |02 25 54.6 -41 54 35|0.2195|  1|  5.185|  11.2|  6.507| 11.0|  6.640|  2.1|   |S
RXCJ0229.3-3332|          | |02 29 22.3 -33 32 16|0.0792| 17|  3.912|  12.9|  0.588| 12.5|  0.606|  2.1|P  |S,33
RXCJ0230.7-3305|A3027     | |02 30 43.5 -33 05 55|0.0760| 22|  3.207|  15.7|  0.445| 15.0|  0.449|  2.0|PB |33
RXCJ0231.9+0114|RCS145    |d|02 31 57.1 +01 14 40|0.0221| 10|  2.618|  21.1|  0.029| 14.5|  0.031|  2.9|   |55,64,110
RXCJ0232.2-4420|          | |02 32 16.8 -44 20 51|0.2836|  2|  4.074|  17.7|  8.875|  6.5|  9.647|  2.6|B  |S
RXCJ0236.6-1923|A0367     | |02 36 40.2 -19 23 13|0.0907| 27|  3.434|  14.6|  0.679|  8.5|  0.730|  2.7|   |140,141
RXCJ0237.4-2630|A0368     | |02 37 29.2 -26 30 17|0.2216| 10|  3.082|  15.4|  3.971|  6.5|  4.270|  1.6|   |E
RXCJ0248.0-0332|A0383     | |02 48 02.0 -03 32 15|0.1883|  1|  4.837|  18.3|  4.377| 10.0|  4.559|  4.1|   |S,7,147
RXCJ0249.6-3111|S0301     | |02 49 36.9 -31 11 19|0.0230| 28|  6.979|   8.6|  0.083| 17.0|  0.089|  1.8|L  |14,28,72,96
RXCJ0250.2-2129|          | |02 50 17.2 -21 29 56|0.2070|  2|  3.526|  16.5|  3.942|  6.5|  4.285|  2.5|X *|E
RXCJ0252.8-0116|NGC1132   | |02 52 49.4 -01 16 27|0.0235|  6|  6.028|  16.2|  0.075|  9.5|  0.091|  5.2|   |55,163
RXCJ0301.6+0155|Zw0258.9  |e|03 01 37.2 +01 55 11|0.1712| 14|  4.973|  15.8|  3.704|  6.0|  4.209|  7.7|X  |E
RXCJ0303.3+0155|A0409     | |03 03 21.1 +01 55 35|0.1530|  1|  5.082|  15.1|  2.990|  6.0|  3.437|  7.8|   |53
RXCJ0303.7-7752|          | |03 03 46.4 -77 52 09|0.2742|  8|  3.243|  20.2|  6.593|  6.0|  7.166|  8.9|   |E
RXCJ0304.1-3656|A3084     | |03 04 07.2 -36 56 36|0.2192|  2|  3.010|  15.5|  3.806|  7.0|  4.049|  2.0|   |E
RXCJ0307.0-2840|A3088     | |03 07 04.1 -28 40 14|0.2537| 10|  3.877|  17.3|  6.675|  9.0|  6.953|  1.4|   |E
RXCJ0311.4-2653|A3094     | |03 11 25.0 -26 53 59|0.0685| 23|  2.942|  50.4|  0.329|  8.0|  0.362|  1.6|   |3,17,33,96
RXCJ0314.3-4525|A3104     | |03 14 19.8 -45 25 27|0.0718|  4|  8.255|   9.5|  1.009|  9.5|  1.134|  3.6|   |E
RXCJ0317.9-4414|A3112     | |03 17 58.5 -44 14 20|0.0752| 38| 29.301|   3.9|  3.904| 15.5|  4.243|  2.5|   |S,3,31
RXCJ0322.2-5310|APMCC391  |f|03 22 12.7 -53 10 41|0.0797|  6|  3.099|  10.9|  0.476| 12.0|  0.491|  2.3|   |E
RXCJ0322.3-4121|A3122     | |03 22 18.6 -41 21 34|0.0643| 87|  6.355|   9.7|  0.616| 14.0|  0.642|  2.1|   |3,140,141
RXCJ0328.6-5542|A3126     | |03 28 37.5 -55 42 46|0.0853| 42|  8.441|   7.6|  1.476| 10.0|  1.622|  3.1|   |38,164
RXCJ0330.0-5235|A3128     | |03 30 00.7 -52 35 46|0.0624| 40| 12.786|   5.5|  1.171| 22.0|  1.195|  1.5|DL |3,38,131,165
RXCJ0331.1-2100|          | |03 31 07.3 -21 00 12|0.1880|  9|  4.044|  24.5|  3.662|  4.5|  4.360|  2.5|X *|E
RXCJ0334.9-5342|APMCC421  |f|03 34 56.2 -53 42 08|0.0619|  4|  3.323|  11.9|  0.301| 14.0|  0.307|  1.2|   |24,17,164
RXCJ0336.3-4037|A3140     | |03 36 18.7 -40 37 20|0.1729|  9|  5.631|  15.4|  4.267|  8.0|  4.588|  1.4|   |E
RXCJ0336.3-0347|          | |03 36 22.9 -03 47 29|0.1595|  3|  3.745|  15.9|  2.426|  9.5|  2.527|  4.9|X *|E
RXCJ0337.0-3949|A3142     | |03 36 60.0 -39 49 12|0.1030| 21|  3.298|  23.6|  0.855| 10.0|  0.891|  1.8|   |2
RXCJ0338.4-3526|FORNAX    | |03 38 27.9 -35 26 54|0.0051| 32| 21.272|  11.1|  0.012| 19.0|  0.016|  1.5|B  |166,167,168,170,171
RXCJ0340.1-5503|IC 1987   | |03 40 08.6 -55 03 14|0.0464|  1|  3.803|  12.0|  0.190| 17.0|  0.194|  2.2|L  |17,164
RXCJ0340.1-1835|NGC1407   |g|03 40 11.4 -18 35 15|0.0056|  4|  3.443|  14.0|  0.002| 14.5|  0.002|  5.2|   |172
RXCJ0340.6-0239|          | |03 40 41.8 -02 39 57|0.0352|  2|  7.923|  10.6|  0.225| 17.5|  0.237|  7.3|   |E
RXCJ0340.8-4542|RBS 0459  |c|03 40 49.3 -45 42 19|0.0698|  9|  3.981|  14.0|  0.461| 10.5|  0.490|  1.6|   |E
RXCJ0342.8-5338|A3158     | |03 42 53.9 -53 38 07|0.0590|105| 36.344|   3.3|  2.951| 30.0|  3.011|  1.1|L  |2
RXCJ0345.7-4112|S0384     | |03 45 45.7 -41 12 27|0.0603|  1|  5.763|  18.9|  0.495| 11.5|  0.532|  1.9|   |E,29,30
RXCJ0345.9-2416|A0458     | |03 45 56.0 -24 16 49|0.1057| 30|  5.510|  10.0|  1.501|  9.5|  1.614|  1.6|   |1
RXCJ0346.1-5702|A3164     | |03 46 09.6 -57 02 60|0.0570|  3|  7.465|  12.7|  0.570| 20.0|  0.576|  2.6|L  |146
RXCJ0347.0-2900|A3165     | |03 47 00.2 -29 00 13|0.1419|  3|  4.054|  22.0|  2.033|  8.0|  2.186|  0.9|   |19,173
RXCJ0351.1-8212|S0405     | |03 51 08.9 -82 12 60|0.0613|  2| 14.078|   8.0|  1.243| 16.5|  1.308|  7.7|L  |E,27
RXCJ0352.3-5453|RBS 0485  |c|03 52 20.7 -54 53 09|0.0447|  2|  3.798|  25.9|  0.176| 13.0|  0.185|  3.0|   |E
RXCJ0358.8-2955|A3192     | |03 58 50.5 -29 55 18|0.1681| 13|  3.060|  13.3|  2.202|  7.5|  2.343|  1.0|   |E
RXCJ0359.1-0320|          | |03 59 09.2 -03 20 28|0.1220|  4|  3.546|  17.1|  1.302|  8.5|  1.385|  8.2|   |E
RXCJ0408.2-3053|A3223     | |04 08 16.2 -30 53 40|0.0600| 81|  8.186|   8.8|  0.693| 16.0|  0.722|  1.8|   |E,2
RXCJ0413.9-3805|          | |04 13 57.1 -38 05 60|0.0501| 22| 12.608|   7.7|  0.734| 15.0|  0.789|  1.4|B  |E,31,96,144
RXCJ0419.6+0224|NGC1550   | |04 19 37.8 +02 24 50|0.0131|  7| 40.095|   6.1|  0.153| 22.0|  0.182| 11.6|L  |11,64,123,174
RXCJ0425.8-0833|RBS 0540  |c|04 25 51.4 -08 33 33|0.0397|  2| 28.011|   5.8|  1.008| 13.5|  1.186|  6.4|X  |E,175,176
RXCJ0429.1-5350|S0463     | |04 29 07.8 -53 50 51|0.0400| 28|  4.018|  16.5|  0.148| 10.0|  0.164|  0.8|   |19,72,74,177
RXCJ0431.4-6126|A3266     | |04 31 24.1 -61 26 38|0.0589|317| 49.741|   1.8|  4.019| 18.0|  4.416|  1.5|   |155
RXCJ0433.6-1315|A0496     | |04 33 38.4 -13 15 33|0.0326|143| 72.075|   3.7|  1.746| 19.0|  2.054|  5.7|   |120,130,152,178,179
RXCJ0437.1-2027|A0499     | |04 37 07.2 -20 27 26|0.1550|  2|  3.442|  56.5|  2.094| 13.0|  2.094|  2.6|X  |E
RXCJ0437.1+0043|          | |04 37 10.1 +00 43 38|0.2842|  5|  3.942|  13.0|  8.629|  8.5|  8.989|  8.2|   |E
RXCJ0438.9-2206|A0500     | |04 38 54.7 -22 06 49|0.0670|  3|  6.168|  16.1|  0.652| 10.0|  0.716|  2.8|   |29
RXCJ0445.1-1551|NGC1650   | |04 45 10.0 -15 51 01|0.0360|  3|  8.634|  10.3|  0.255| 16.0|  0.274|  4.8|   |120
RXCJ0448.2-2028|A0514     | |04 48 12.2 -20 28 11|0.0720| 90|  8.583|   8.8|  1.052| 15.5|  1.096|  3.2|   |2
RXCJ0449.9-4440|A3292     | |04 49 55.2 -44 40 41|0.1501|  2|  4.418|  13.7|  2.501|  6.0|  2.842|  1.5|   |E
RXCJ0454.1-1014|A0521     | |04 54 09.1 -10 14 19|0.2475| 42|  4.944|  16.6|  8.014| 11.5|  8.178|  5.4|   |E,180
RXCJ0454.8-1806|CID 28    |b|04 54 50.3 -18 06 33|0.0335| 17|  5.539|  11.8|  0.142| 12.5|  0.156|  4.2|   |E,120
RXCJ0500.7-3840|A3301     | |05 00 46.5 -38 40 41|0.0536|  5|  7.370|  10.0|  0.495| 13.5|  0.527|  3.1|   |40
RXCJ0501.3-0332|A0531     | |05 01 19.4 -03 32 33|0.0913| 10|  3.994|  23.4|  0.801| 10.0|  0.843|  6.0|   |E
RXCJ0501.6+0110|          | |05 01 39.1 +01 10 30|0.1248| 15|  4.398|  16.3|  1.696| 10.0|  1.785|  7.9|B  |E
RXCJ0507.6-0238|A0535     | |05 07 36.0 -02 38 24|0.1241|  2|  3.341|  21.7|  1.273| 13.0|  1.286|  9.7|B  |E
RXCJ0507.7-0915|A0536     | |05 07 45.7 -09 15 16|0.0398|  1|  5.056|  13.7|  0.184| 14.0|  0.196|  7.9|   |1
RXCJ0510.2-4519|A3322     | |05 10 13.9 -45 19 16|0.2000|  1|  4.792|  14.3|  4.960|  6.5|  5.511|  3.4|   |181
RXCJ0510.7-0801|          | |05 10 44.7 -08 01 06|0.2195| 14|  6.565|  10.7|  8.209| 10.0|  8.551|  8.3|   |E
RXCJ0514.6-4903|A3330     | |05 14 36.3 -49 03 18|0.0912|  2|  4.130|  17.9|  0.826| 14.0|  0.843|  2.4|   |17,32,182
RXCJ0516.6-5430|S0520     | |05 16 38.0 -54 30 51|0.2952|  8|  5.816|  21.5| 13.727| 16.5| 13.866|  6.2|   |E
RXCJ0521.4-4049|A3336     | |05 21 29.6 -40 49 29|0.0756|  2|  4.899|  19.4|  0.667| 15.0|  0.681|  3.3|   |17,69
RXCJ0525.5-3135|A3341     | |05 25 32.8 -31 35 44|0.0380| 64| 11.350|   7.3|  0.375| 16.5|  0.403|  1.8|   |2
RXCJ0525.8-4715|A3343     | |05 25 51.6 -47 15 02|0.1913|  5|  3.814|  11.1|  3.594|  7.5|  3.865|  4.0|   |E
RXCJ0528.2-2942|          | |05 28 15.4 -29 42 57|0.1582|  2|  3.864|  37.6|  2.458| 12.0|  2.483|  1.8|B  |E
RXCJ0528.9-3927|RBS 0653  | |05 28 56.3 -39 27 46|0.2839|  4|  5.888|   8.6| 12.856| 11.0| 13.118|  2.1|X  |E
RXCJ0530.6-2226|A0543     | |05 30 38.4 -22 26 54|0.1706| 11|  5.828|  11.2|  4.288| 14.0|  4.331|  2.6|   |E,1
RXCJ0532.3-1131|A0545     | |05 32 23.1 -11 31 50|0.1540|  2|  8.490|   8.7|  5.047|  7.5|  5.671| 11.2|   |1
RXCJ0532.9-3701|          | |05 32 55.5 -37 01 28|0.2708|  9|  3.302|  11.7|  6.525|  7.0|  6.941|  2.7|   |E
RXCJ0533.3-3619|S0535     | |05 33 18.5 -36 19 32|0.0479|  4|  3.734|  11.9|  0.199| 13.0|  0.209|  2.9|   |E
RXCJ0538.2-2037|A3358     | |05 38 16.3 -20 37 23|0.0915|  0|  4.601|  10.4|  0.927|  6.5|  1.066|  4.0|   |106
RXCJ0540.1-4050|S0540     | |05 40 06.3 -40 50 32|0.0358|  1| 14.881|   5.2|  0.438| 15.5|  0.481|  3.5|   |5,9
RXCJ0540.1-4322|A3360     | |05 40 10.0 -43 22 56|0.0850| 36|  4.759|   9.6|  0.830| 11.0|  0.874|  3.8|B  |38,140,141
RXCJ0542.1-2607|CID 36    |b|05 42 09.3 -26 07 25|0.0390|  4|  7.375|   8.9|  0.257| 18.0|  0.268|  1.9|P  |E,120
RXCJ0543.4-4430|          | |05 43 24.4 -44 30 19|0.1637|  3|  4.174|   9.4|  2.816| 12.0|  2.873|  4.6|   |E
RXCJ0545.4-2556|A0548W    | |05 45 27.2 -25 56 20|0.0424|155|  2.440|  13.5|  0.102|  9.5|  0.111|  1.8|P  |2,72
RXCJ0545.5-4756|A3363     | |05 45 30.6 -47 56 26|0.1254|  2|  4.522|   9.4|  1.762| 10.0|  1.855|  6.2|B  |E
RXCJ0547.6-3152|A3364     | |05 47 38.2 -31 52 31|0.1483| 10|  8.526|   7.5|  4.667| 17.5|  4.667|  2.0|   |E
RXCJ0547.7-4723|S0547     | |05 47 45.6 -47 23 24|0.0515|  2|  2.876|  29.6|  0.178| 15.0|  0.182|  6.5|   |E
RXCJ0548.6-2527|A0548E    | |05 48 39.5 -25 27 30|0.0420|237| 14.109|   6.2|  0.573| 21.0|  0.597|  1.9|PL |3
RXCJ0548.8-2154|          | |05 48 50.4 -21 54 43|0.0928|  9|  3.977|  12.3|  0.825| 11.5|  0.859|  3.0|   |E,3
RXCJ0552.8-2103|A0550     | |05 52 52.4 -21 03 25|0.0989| 25| 10.319|   6.8|  2.429| 13.5|  2.557|  4.3|   |E
RXCJ0557.2-3727|S0555     | |05 57 13.2 -37 27 58|0.0442|  4|  7.141|  10.9|  0.322| 17.5|  0.335|  4.0|   |E
RXCJ0600.8-5835|S0560     | |06 00 48.3 -58 35 14|0.0369|  2|  2.600|   7.6|  0.082| 12.5|  0.086|  4.6|   |E
RXCJ0601.7-3959|A3376     | |06 01 45.7 -39 59 34|0.0468| 32| 20.492|   4.8|  1.036| 21.5|  1.079|  5.0|L  |72
RXCJ0605.8-3518|A3378     | |06 05 52.8 -35 18 02|0.1392|  2|  9.393|   6.2|  4.478| 12.5|  4.665|  4.3|   |E
RXCJ0607.0-4928|A3380     | |06 07 01.4 -49 28 60|0.0553|  3|  3.592|  14.4|  0.258| 14.0|  0.266|  4.6|B  |E
RXCJ0616.5-3948|S0579     | |06 16 31.4 -39 48 01|0.1520|  7|  5.180|   9.7|  3.004| 11.0|  3.097|  8.2|   |E
RXCJ0616.8-4748|          | |06 16 53.6 -47 48 18|0.1164|  1|  4.813|   9.8|  1.597| 14.0|  1.613|  4.8|   |E
RXCJ0621.7-5242|          | |06 21 43.6 -52 42 11|0.0511|  2|  5.058|   8.8|  0.308| 14.0|  0.324|  5.2|   |70,71
RXCJ0624.6-3720|A3390     | |06 24 36.7 -37 20 09|0.0333| 15|  5.608|  11.3|  0.142| 17.5|  0.148|  7.1|D  |146
RXCJ0626.3-5341|A3391     | |06 26 22.8 -53 41 44|0.0514| 85| 19.583|   3.8|  1.198| 19.0|  1.261|  5.4|   |1
RXCJ0627.1-3529|A3392     | |06 27 08.2 -35 29 20|0.0554|  9|  9.969|   6.3|  0.715|  9.0|  0.841|  7.1|   |146
RXCJ0627.2-5428|A3395     | |06 27 14.4 -54 28 12|0.0506|159| 23.679|   3.2|  1.403| 18.0|  1.509|  8.5|PL |1
RXCJ0628.8-4143|A3396     | |06 28 49.8 -41 43 42|0.1759| 10|  5.743|   9.2|  4.521| 12.0|  4.613|  6.3|   |E
RXCJ0631.3-5610|          | |06 31 20.7 -56 10 20|0.0540|  3|  7.695|   9.0|  0.525| 20.0|  0.536|  7.9|L  |E
RXCJ0637.3-4828|A3399     | |06 37 18.9 -48 28 42|0.2026| 11|  3.400|  10.2|  3.641|  6.5|  3.958|  6.9|   |E
RXCJ0638.7-5358|S0592     | |06 38 46.5 -53 58 18|0.2266| 11|  7.531|   8.1| 10.085|  9.5| 10.616|  6.6|   |E
RXCJ0645.4-5413|A3404     | |06 45 29.3 -54 13 08|0.1644|  2| 10.597|   7.9|  7.139| 13.0|  7.360|  6.6|   |E
RXCJ0658.5-5556|1ES0657   |h|06 58 31.1 -55 56 49|0.2965| 78|  9.079|   7.9| 21.646|  9.0| 23.028|  6.3|   |E,73,79
RXCJ0712.0-6030|AM 0711   |i|07 12 05.4 -60 30 06|0.0322|  2|  3.515|  17.7|  0.083| 15.0|  0.087|  9.7|   |E
RXCJ0738.1-7506|          | |07 38 09.0 -75 06 24|0.1110|  3|  3.083|  15.9|  0.938|  8.5|  0.998| 17.4|   |E
RXCJ0821.8+0112|A0653     | |08 21 51.7 +01 12 42|0.0822|  6|  4.142|  19.2|  0.673| 12.0|  0.701|  4.2|B  |E
RXCJ0909.1-0939|A0754     | |09 09 08.4 -09 39 58|0.0542| 92| 57.001|   3.3|  3.879| 19.0|  4.310|  4.6|   |146
RXCJ0910.6-1034|A0761     | |09 10 36.3 -10 34 52|0.0916|  2|  5.161|  11.5|  1.042|  7.5|  1.171|  4.6|   |53,81
RXCJ0918.1-1205|A0780     | |09 18 06.5 -12 05 36|0.0539|  4| 39.461|   9.1|  2.659| 15.0|  3.022|  4.9|BX |1
RXCJ0937.9-2020|S0617     | |09 37 59.7 -20 20 45|0.0344| 11|  3.592|  11.5|  0.098| 12.0|  0.105|  4.0|   |25
RXCJ0944.1-2116|          | |09 44 10.3 -21 16 40|0.0077|  1|  2.480|  43.5|  0.003| 11.5|  0.004|  4.4|   |E,12,84
RXCJ0944.6-2633|          | |09 44 36.6 -26 33 56|0.1421|  3|  6.032|  10.0|  3.019|  6.0|  3.510|  6.0|   |E
RXCJ0945.4-0839|A0868     | |09 45 24.4 -08 39 15|0.1535|  2|  4.726|  10.8|  2.814|  8.5|  2.994|  4.2|   |1,56
RXCJ0948.6-8327|          | |09 48 39.4 -83 27 56|0.1982|  1|  3.025|  25.9|  3.085|  7.5|  3.282|  9.2|D  |E
RXCJ0953.2-1558|          | |09 53 12.1 -15 58 52|0.0302|  2|  3.675|  13.9|  0.077| 15.0|  0.081|  5.3|   |E
RXCJ0956.4-1004|A0901     | |09 56 26.4 -10 04 12|0.1634|  9|  9.115|   9.6|  6.077| 17.0|  6.077|  5.1|D  |E
RXCJ0958.3-1103|A0907     | |09 58 22.1 -11 03 35|0.1669|  2|  7.833|   8.3|  5.472|  8.5|  5.948|  5.1|   |E
RXCJ1013.5-1350|          | |10 13 36.0 -13 50 33|0.1517|  5|  3.776|  14.6|  2.191|  6.5|  2.434|  7.6|   |H
RXCJ1013.6-0054|A0957     | |10 13 40.3 -00 54 52|0.0445| 48|  9.014|  12.8|  0.412| 16.5|  0.434|  3.8|   |3,41,55,96
