0.02092464803108689, 5.363073092013534e-27
0.023056807967470786, 4.313534558685269e-27
0.025299269717483284, 3.5438897874481524e-27
0.027759829076989845, 3.0058560028686496e-27
0.030459697809030233, 2.5360002747614405e-27
0.03347859937205326, 2.081300811876376e-27
0.03667272616870366, 1.7208776207140035e-27
0.040239446497815246, 1.459613768110497e-27
0.044227632089447126, 1.2158574501218656e-27
0.04844730278831229, 1.0389632846352505e-27
0.053159196279698326, 8.765593470836673e-28
0.05823100981163252, 7.356235259047431e-28
0.06454467941138567, 6.140773159678298e-28
0.07082217345787525, 5.26410688736103e-28
0.07771020476108503, 4.488688866821257e-28
0.0852681530255727, 3.7870464149691862e-28
0.09316728508969263, 3.2464018125104307e-28
0.10266075672920488, 2.710002659482167e-28
0.11283560222156702, 2.273072657113225e-28
0.12360102333930208, 1.9187797500268518e-28
0.13562222625220421, 1.6274703717448492e-28
0.14881258873651604, 1.3513682030364294e-28
0.16356160428981487, 1.1209156508760007e-28
0.179620792402779, 9.243461705261138e-29
0.1967580561178264, 7.622481159028885e-29
0.21571228648623036, 6.18968057292432e-29
0.23669205749944106, 5.0048912241964625e-29
0.2599315108707402, 3.985026494936527e-29
0.28497140928334175, 3.119506506966563e-29
0.3132153084282409, 2.439378605598718e-29
0.3425200573604749, 1.897429661455584e-29
0.37710351920922885, 1.4250398761970416e-29
0.41377989777884033, 1.0640225328032697e-29
0.45325781753058303, 7.839846028866294e-30
0.49734081983256956, 5.670094567266814e-30
0.5457112519742536, 4.057508061182155e-30
0.5987861013129036, 2.827445751613416e-30
0.6570229106113845, 1.9186465262477636e-30
0.7209237223805824, 1.2881961074906669e-30
0.79103940684115, 8.467235401038742e-31
0.8679744108146614, 5.405223623034351e-31
0.9523919684829886, 3.386973189259857e-31
1.0450198189363262, 2.083223720906675e-31
1.1466564797991754, 1.2543903544146359e-31
1.25817813101739, 7.394386382535393e-32
1.3805461681493836, 4.2446059188330116e-32
1.5148154902762359, 2.404393309278648e-32
1.6621435939783333, 1.329820020199414e-32
1.8238005517750606, 7.162193064752363e-33
2.0011799610487673, 3.857440008242273e-33
2.186566699655077, 2.0512373780883788e-33
2.3790693161731915, 1.1204234869233647e-33
2.5885196239609902, 6.0312131471772645e-34
2.816409676708792, 3.199509030177995e-34
